customer_city,customer_state,total_orders,unique_customers,order_category
santo antonio das missoes,RS,4,4,Low
santo antonio das queimadas,PE,1,1,Low
santo antonio de jesus,BA,29,27,Low
santo antonio de padua,RJ,30,29,Low
santo antonio de posse,SP,20,19,Low
santo antonio do amparo,MG,4,4,Low
santo antonio do aracangua,SP,1,1,Low
santo antonio do aventureiro,MG,1,1,Low
santo antonio do caiua,PR,1,1,Low
santo antonio do canaa,ES,1,1,Low
santo antonio do descoberto,GO,5,5,Low
santo antonio do grama,MG,2,2,Low
santo antonio do itambe,MG,3,3,Low
santo antonio do jacinto,MG,7,7,Low
santo antonio do jardim,SP,4,4,Low
santo antonio do leste,MT,1,1,Low
santo antonio do leverger,MT,1,1,Low
santo antonio do monte,MG,14,14,Low
santo antonio do palma,RS,2,2,Low
santo antonio do pinhal,SP,2,2,Low
santo antonio do planalto,RS,1,1,Low
santo antonio do rio abaixo,MG,1,1,Low
santo antonio do sudoeste,PR,3,3,Low
santo antonio do taua,PA,1,1,Low
santo antonio dos campos,MG,1,1,Low
santo augusto,RS,8,7,Low
santo cristo,RS,7,7,Low
santo eduardo,RJ,2,2,Low
santo estevao,BA,5,5,Low
santo expedito,SP,1,1,Low
santo expedito do sul,RS,1,1,Low
santo hipolito,MG,1,1,Low
santo inacio,PR,1,1,Low
santos,SP,699,679,Low
santos dumont,MG,22,21,Low
sao benedito,CE,4,4,Low
sao benedito,MG,1,1,Low
sao benedito do rio preto,MA,1,1,Low
sao benedito do sul,PE,1,1,Low
sao bentinho,PB,1,1,Low
sao bento,MA,2,2,Low
sao bento,PB,3,3,Low
sao bento abade,MG,1,1,Low
sao bento do sapucai,SP,7,7,Low
sao bento do sul,SC,44,43,Low
sao bento do una,PE,4,4,Low
sao bernardino,SC,1,1,Low
sao bernardo,MA,3,3,Low
sao bernardo do campo,SP,911,881,Low
sao bonifacio,SC,1,1,Low
sao borja,RS,18,15,Low
sao bras,AL,1,1,Low
sao bras do suacui,MG,2,2,Low
sao caetano do sul,SP,272,262,Low
sao carlos,SC,5,5,Low
sao carlos,SP,230,220,Low
sao carlos do ivai,PR,1,1,Low
sao clemente,PR,1,1,Low
sao cristovao,SE,7,7,Low
sao cristovao do sul,SC,1,1,Low
sao desiderio,BA,1,1,Low
sao domingos,BA,3,3,Low
sao domingos,MG,1,1,Low
sao domingos,PE,1,1,Low
sao domingos,SC,2,2,Low
sao domingos das dores,MG,1,1,Low
sao domingos do araguaia,PA,1,1,Low
sao domingos do maranhao,MA,2,2,Low
sao domingos do norte,ES,7,7,Low
sao domingos do prata,MG,4,4,Low
sao felipe,BA,2,2,Low
sao felix,BA,1,1,Low
sao felix de minas,MG,1,1,Low
sao felix do araguaia,MT,1,1,Low
sao felix do coribe,BA,1,1,Low
sao felix do xingu,PA,8,8,Low
sao fidelis,RJ,23,23,Low
sao francisco,MG,12,12,Low
sao francisco,PB,1,1,Low
sao francisco,SE,3,3,Low
sao francisco,SP,2,2,Low
sao francisco de assis,RS,2,2,Low
sao francisco de itabapoana,RJ,15,14,Low
sao francisco de paula,MG,2,2,Low
sao francisco de paula,RS,5,5,Low
sao francisco do brejao,MA,1,1,Low
sao francisco do conde,BA,3,3,Low
sao francisco do gloria,MG,1,1,Low
sao francisco do guapore,RO,2,2,Low
sao francisco do sul,SC,16,15,Low
sao gabriel,RS,23,22,Low
sao gabriel da palha,ES,13,13,Low
sao gabriel do oeste,MS,7,7,Low
sao geraldo,MG,4,4,Low
sao geraldo da piedade,MG,1,1,Low
sao geraldo do baguari,MG,1,1,Low
sao goncalo,RJ,385,377,Low
sao goncalo do abaete,MG,2,2,Low
sao goncalo do amarante,CE,5,5,Low
sao goncalo do amarante,RN,7,7,Low
sao goncalo do para,MG,3,3,Low
sao goncalo do rio abaixo,MG,6,6,Low
sao goncalo do rio das pedras,MG,1,1,Low
sao goncalo do rio preto,MG,3,3,Low
sao goncalo do sapucai,MG,8,8,Low
sao gotardo,MG,20,20,Low
sao jeronimo,RS,7,7,Low
sao joao,PE,1,1,Low
sao joao,PR,11,10,Low
sao joao batista,MA,1,1,Low
sao joao batista,SC,10,10,Low
sao joao batista do gloria,MG,3,3,Low
sao joao d'alianca,GO,3,3,Low
sao joao da barra,RJ,15,15,Low
sao joao da boa vista,SP,80,74,Low
sao joao da mata,MG,2,2,Low
sao joao da parauna,GO,1,1,Low
sao joao da ponte,MG,1,1,Low
sao joao da urtiga,RS,1,1,Low
sao joao das missoes,MG,2,2,Low
sao joao de iracema,SP,3,3,Low
sao joao de meriti,RJ,124,121,Low
sao joao de petropolis,ES,1,1,Low
sao joao de pirabas,PA,2,2,Low
sao joao del rei,MG,66,65,Low
sao joao do ivai,PR,2,2,Low
sao joao do manhuacu,MG,2,2,Low
sao joao do manteninha,MG,3,3,Low
sao joao do oriente,MG,2,2,Low
sao joao do paraiso,MA,1,1,Low
sao joao do paraiso,MG,4,4,Low
sao joao do paraiso,RJ,1,1,Low
sao joao do piaui,PI,5,5,Low
sao joao do sabugi,RN,1,1,Low
sao joao do sobrado,ES,1,1,Low
sao joao do sul,SC,2,2,Low
sao joao do triunfo,PR,2,2,Low
sao joao dos patos,MA,7,7,Low
sao joao evangelista,MG,6,6,Low
sao joao nepomuceno,MG,14,13,Low
sao joaquim,SC,9,9,Low
sao joaquim da barra,SP,34,31,Low
sao joaquim de bicas,MG,8,8,Low
sao joaquim do monte,PE,1,1,Low
sao jorge,RS,1,1,Low
sao jorge d'oeste,PR,1,1,Low
sao jorge do ivai,PR,1,1,Low
sao jorge do oeste,PR,1,1,Low
sao jorge do patrocinio,PR,2,2,Low
sao jose,SC,167,164,Low
sao jose da barra,MG,6,6,Low
sao jose da bela vista,SP,3,3,Low
sao jose da boa vista,PR,1,1,Low
sao jose da coroa grande,PE,2,2,Low
sao jose da laje,AL,2,2,Low
sao jose da lapa,MG,8,8,Low
sao jose da tapera,AL,1,1,Low
sao jose da vitoria,BA,2,2,Low
sao jose de mipibu,RN,3,3,Low
sao jose de ribamar,MA,13,13,Low
sao jose de uba,RJ,3,3,Low
sao jose do barreiro,SP,3,2,Low
sao jose do belmonte,PE,2,2,Low
sao jose do calcado,ES,6,6,Low
sao jose do campestre,RN,1,1,Low
sao jose do cedro,SC,5,4,Low
sao jose do cerrito,SC,3,3,Low
sao jose do divino,MG,1,1,Low
sao jose do divino,PI,1,1,Low
sao jose do egito,PE,4,4,Low
sao jose do goiabal,MG,2,2,Low
sao jose do hortencio,RS,2,2,Low
sao jose do inhacora,RS,1,1,Low
sao jose do norte,RS,7,7,Low
sao jose do ouro,RS,5,5,Low
sao jose do piaui,PI,1,1,Low
sao jose do ribeirao,RJ,1,1,Low
sao jose do rio claro,MT,2,2,Low
sao jose do rio pardo,SP,44,42,Low
sao jose do rio preto,SP,329,324,Low
sao jose do serido,RN,1,1,Low
sao jose do turvo,RJ,3,3,Low
sao jose do vale do rio preto,RJ,12,12,Low
sao jose do xingu,MT,1,1,Low
sao jose dos campos,SP,667,644,Low
sao jose dos cordeiros,PB,1,1,Low
sao jose dos pinhais,PR,130,125,Low
sao jose dos quatro marcos,MT,2,2,Low
sao leopoldo,RS,103,100,Low
sao lourenco,MG,32,30,Low
sao lourenco da mata,PE,11,11,Low
sao lourenco da serra,SP,12,12,Low
sao lourenco do oeste,SC,9,9,Low
sao lourenco do piaui,PI,1,1,Low
sao lourenco do sul,RS,14,14,Low
sao ludgero,SC,3,3,Low
sao luis,MA,335,326,Low
sao luis de montes belos,GO,7,7,Low
sao luis do curu,CE,2,2,Low
sao luis do paraitinga,SP,3,3,Low
sao luis do quitunde,AL,2,2,Low
sao luiz do norte,GO,1,1,Low
sao luiz gonzaga,RS,15,15,Low
sao mamede,PB,1,1,Low
sao manuel,SP,20,19,Low
sao marcos,RS,9,9,Low
sao martinho,RS,1,1,Low
sao martinho,SC,2,2,Low
sao mateus,ES,47,43,Low
sao mateus de minas,MG,1,1,Low
sao mateus do maranhao,MA,3,3,Low
sao mateus do sul,PR,15,15,Low
sao miguel,RN,4,3,Low
sao miguel arcanjo,SP,13,12,Low
sao miguel das matas,BA,1,1,Low
sao miguel do aleixo,SE,1,1,Low
sao miguel do anta,MG,1,1,Low
sao miguel do araguaia,GO,5,5,Low
sao miguel do cambui,PR,1,1,Low
sao miguel do gostoso,RN,2,2,Low
sao miguel do guama,PA,5,5,Low
sao miguel do guapore,RO,4,3,Low
sao miguel do iguacu,PR,9,9,Low
sao miguel do oeste,SC,39,39,Low
sao miguel do tapuio,PI,2,2,Low
sao miguel dos campos,AL,2,2,Low
sao nicolau,RS,1,1,Low
sao patricio,GO,1,1,Low
sao paulo,SP,15043,14527,High
sao paulo das missoes,RS,2,2,Low
sao paulo do potengi,RN,2,2,Low
sao pedro,SP,12,12,Low
sao pedro da agua branca,MA,1,1,Low
sao pedro da aldeia,RJ,46,44,Low
sao pedro da uniao,MG,3,3,Low
sao pedro de alcantara,SC,2,2,Low
sao pedro do butia,RS,1,1,Low
sao pedro do iguacu,PR,1,1,Low
sao pedro do ivai,PR,3,3,Low
sao pedro do sul,RS,1,1,Low
sao pedro do turvo,SP,2,2,Low
sao pedro dos ferros,MG,4,3,Low
sao rafael,RN,1,1,Low
sao raimundo nonato,PI,7,7,Low
sao romao,MG,5,5,Low
sao roque,SP,75,73,Low
sao roque de minas,MG,2,2,Low
sao roque do canaa,ES,5,5,Low
sao sebastiao,AL,1,1,Low
sao sebastiao,SP,56,55,Low
sao sebastiao da amoreira,PR,1,1,Low
sao sebastiao da boa vista,PA,2,2,Low
sao sebastiao da grama,SP,4,4,Low
sao sebastiao da serra,SP,1,1,Low
sao sebastiao de campos,RJ,1,1,Low
sao sebastiao do alto,RJ,4,4,Low
sao sebastiao do cai,RS,12,11,Low
sao sebastiao do maranhao,MG,3,3,Low
sao sebastiao do paraiba,RJ,1,1,Low
sao sebastiao do paraiso,MG,35,34,Low
sao sebastiao do passe,BA,5,5,Low
sao sebastiao do rio verde,MG,1,1,Low
sao sepe,RS,6,6,Low
sao simao,GO,3,3,Low
sao simao,SP,10,9,Low
sao thome das letras,MG,2,2,Low
sao tiago,MG,5,5,Low
sao tomas de aquino,MG,3,3,Low
sao tome,PR,2,2,Low
sao tome,RN,1,1,Low
sao valentim,RS,3,3,Low
sao vendelino,RS,1,1,Low
sao vicente,RN,2,2,Low
sao vicente,SP,157,155,Low
sao vicente ferrer,MA,1,1,Low
sao vicente ferrer,PE,1,1,Low
sao vitor,MG,1,1,Low
sape,PB,2,2,Low
sapeacu,BA,2,2,Low
sapezal,MT,8,8,Low
sapiranga,RS,23,23,Low
sapopema,PR,2,2,Low
sapucai-mirim,MG,4,4,Low
sapucaia,MG,1,1,Low
sapucaia,RJ,4,4,Low
sapucaia do sul,RS,39,39,Low
saquarema,RJ,45,38,Low
sarandi,PR,17,17,Low
sarandi,RS,5,5,Low
sarapui,SP,2,2,Low
sardoa,MG,1,1,Low
sarutaia,SP,1,1,Low
sarzedo,MG,18,18,Low
satiro dias,BA,1,1,Low
satuba,AL,2,2,Low
satubinha,MA,2,2,Low
saubara,BA,1,1,Low
saudade do iguacu,PR,4,4,Low
saudades,SC,4,4,Low
saude,BA,2,2,Low
schroeder,SC,9,9,Low
seabra,BA,6,6,Low
seara,SC,5,5,Low
sebastiao leal,PI,1,1,Low
seberi,RS,2,2,Low
sede alvorada,PR,1,1,Low
segredo,RS,1,1,Low
selbach,RS,1,1,Low
senador amaral,MG,2,1,Low
senador canedo,GO,16,16,Low
senador cortes,MG,1,1,Low
senador firmino,MG,2,2,Low
senador guiomard,AC,2,2,Low
senador jose porfirio,PA,1,1,Low
senador la rocque,MA,1,1,Low
senador modestino goncalves,MG,2,2,Low
senador pompeu,CE,4,4,Low
senador salgado filho,RS,1,1,Low
senges,PR,5,5,Low
senhor do bonfim,BA,18,17,Low
senhora de oliveira,MG,2,2,Low
senhora dos remedios,MG,1,1,Low
sento se,BA,1,1,Low
serafina correa,RS,9,9,Low
sericita,MG,2,2,Low
seringueiras,RO,2,2,Low
serio,RS,1,1,Low
seropedica,RJ,33,32,Low
serra,ES,278,272,Low
serra azul,SP,1,1,Low
serra azul de minas,MG,2,2,Low
serra bonita,MG,1,1,Low
serra branca,PB,1,1,Low
serra de sao bento,RN,2,2,Low
serra do ramalho,BA,4,4,Low
serra do salitre,MG,1,1,Low
serra dos aimores,MG,5,5,Low
serra dos dourados,PR,1,1,Low
serra dourada,BA,2,2,Low
serra negra,SP,13,13,Low
serra talhada,PE,10,10,Low
serrana,SP,13,13,Low
serrania,MG,2,2,Low
serranopolis,GO,3,3,Low
serranopolis de minas,MG,1,1,Low
serranopolis do iguacu,PR,2,2,Low
serrinha,BA,14,13,Low
serrita,PE,2,2,Low
serro,MG,2,2,Low
serrolandia,BA,2,2,Low
sertania,PE,4,4,Low
sertanopolis,PR,4,4,Low
sertao,RS,3,3,Low
sertao santana,RS,1,1,Low
sertaozinho,SP,61,60,Low
sete barras,SP,4,4,Low
sete de setembro,RS,1,1,Low
sete lagoas,MG,126,121,Low
setubinha,MG,3,3,Low
severiano melo,RN,1,1,Low
severinia,SP,5,5,Low
sideropolis,SC,4,4,Low
sidrolandia,MS,11,9,Low
silva jardim,RJ,4,4,Low
silvania,GO,7,7,Low
silvano,MG,1,1,Low
silvanopolis,TO,1,1,Low
silveira carvalho,MG,1,1,Low
silveira martins,RS,1,1,Low
silveiras,SP,3,3,Low
silvianopolis,MG,3,2,Low
simao dias,SE,7,7,Low
simao pereira,MG,1,1,Low
simoes filho,BA,21,21,Low
simolandia,GO,2,2,Low
simonesia,MG,8,7,Low
simplicio mendes,PI,1,1,Low
sinimbu,RS,2,2,Low
sinop,MT,43,41,Low
siqueira campos,PR,9,9,Low
siriji,PE,1,1,Low
sirinhaem,PE,5,5,Low
sitio do quinto,BA,2,2,Low
sitio novo,MA,1,1,Low
sitio novo,RN,1,1,Low
sitio novo do tocantins,TO,2,1,Low
sobradinho,BA,5,5,Low
sobradinho,DF,1,1,Low
sobradinho,RS,3,3,Low
sobral,CE,33,33,Low
sobralia,MG,1,1,Low
socorro,SP,19,18,Low
solanea,PB,1,1,Low
soledade,PB,3,3,Low
soledade,RS,5,5,Low
soledade de minas,MG,5,5,Low
solonopole,CE,2,2,Low
sombrio,SC,10,9,Low
sonora,MS,2,2,Low
sooretama,ES,5,5,Low
sorocaba,SP,609,588,Low
sorriso,MT,20,20,Low
sousa,PB,7,7,Low
sucesso,CE,3,3,Low
sucupira do norte,MA,2,2,Low
sud mennucci,SP,5,5,Low
sulina,PR,1,1,Low
sumare,SP,177,172,Low
sume,PB,3,3,Low
sumidouro,RJ,10,9,Low
surubim,PE,5,5,Low
suzanapolis,SP,1,1,Low
suzano,SP,230,218,Low
tabapora,MT,2,2,Low
tabapua,SP,12,12,Low
tabatinga,SP,5,5,Low
tabira,PE,5,5,Low
taboao da serra,SP,284,274,Low
tabocas do brejo velho,BA,3,3,Low
taboquinhas,BA,1,1,Low
tabuleiro,MG,2,2,Low
tabuleiro do norte,CE,1,1,Low
tacaratu,PE,2,2,Low
taciba,SP,2,2,Low
tacuru,MS,1,1,Low
taguai,SP,10,10,Low
taguatinga,DF,4,3,Low
taguatinga,TO,3,3,Low
taiacu,SP,1,1,Low
tailandia,PA,4,4,Low
taio,SC,14,13,Low
taiobeiras,MG,13,13,Low
taiuva,SP,5,5,Low
tamandare,PE,1,1,Low
tamarana,PR,2,2,Low
tambau,SP,19,18,Low
tamboara,PR,1,1,Low
tanabi,SP,11,11,Low
tangara,SC,1,1,Low
tangara da serra,MT,23,23,Low
tangua,RJ,6,6,Low
tanhacu,BA,4,4,Low
tanque d'arca,AL,2,1,Low
tanque novo,BA,3,3,Low
taparuba,MG,1,1,Low
tapejara,PR,2,2,Low
tapejara,RS,9,9,Low
tapera,RS,1,1,Low
taperuaba,CE,1,1,Low
tapes,RS,6,6,Low
tapinas,SP,1,1,Low
tapirai,SP,2,2,Low
tapiramuta,BA,2,2,Low
tapiratiba,SP,12,11,Low
tapurah,MT,1,1,Low
taquara,RS,21,21,Low
taquaracu de minas,MG,2,2,Low
taquarana,AL,1,1,Low
taquari,RS,11,11,Low
taquaritinga,SP,33,33,Low
taquaritinga do norte,PE,6,5,Low
taquarituba,SP,15,15,Low
taquarivai,SP,3,3,Low
taquarucu do sul,RS,1,1,Low
tarabai,SP,5,5,Low
taruma,SP,9,9,Low
tarumirim,MG,4,4,Low
tatui,SP,72,71,Low
taua,CE,10,10,Low
taubate,SP,260,257,Low
tavares,RS,1,1,Low
tecainda,SP,1,1,Low
teixeira,PB,1,1,Low
teixeira de freitas,BA,28,27,Low
teixeira soares,PR,1,1,Low
teixeiras,MG,6,6,Low
tejupa,SP,3,2,Low
telemaco borba,PR,34,32,Low
telha,SE,1,1,Low
tenente ananias,RN,1,1,Low
tenente portela,RS,3,3,Low
teodoro sampaio,BA,1,1,Low
teodoro sampaio,SP,12,12,Low
teofilandia,BA,3,3,Low
teofilo otoni,MG,75,73,Low
teolandia,BA,4,4,Low
teotonio vilela,AL,7,7,Low
terenos,MS,1,1,Low
teresina,PI,271,261,Low
teresina de goias,GO,1,1,Low
teresopolis,RJ,119,114,Low
terezinha,PE,1,1,Low
termas de ibira,SP,1,1,Low
terra boa,PR,4,4,Low
terra de areia,RS,5,5,Low
terra nova,PE,1,1,Low
terra nova do norte,MT,3,3,Low
terra rica,PR,7,7,Low
terra roxa,PR,3,3,Low
terra roxa,SP,2,2,Low
teutonia,RS,14,12,Low
tiangua,CE,9,9,Low
tibagi,PR,4,4,Low
tibau do sul,RN,1,1,Low
tiete,SP,35,35,Low
tijucas,SC,30,27,Low
timbauba,PE,7,7,Low
timbe do sul,SC,3,3,Low
timbo,SC,20,17,Low
timburi,SP,3,3,Low
timon,MA,11,11,Low
timoteo,MG,52,49,Low
tiradentes,MG,4,4,Low
tiradentes do sul,RS,1,1,Low
tiros,MG,3,3,Low
tobias barreto,SE,2,2,Low
tocantinopolis,TO,7,7,Low
tocantins,MG,6,6,Low
tocos,RJ,2,2,Low
tocos do moji,MG,1,1,Low
toledo,PR,70,69,Low
tomar do geru,SE,2,2,Low
tomazina,PR,3,3,Low
tombos,MG,4,4,Low
tome-acu,PA,1,1,Low
toritama,PE,5,5,Low
toropi,RS,3,3,Low
torres,RS,17,16,Low
torrinha,SP,6,5,Low
trabiju,SP,1,1,Low
tracuateua,PA,1,1,Low
tracunhaem,PE,1,1,Low
traipu,AL,1,1,Low
trairi,CE,2,2,Low
trajano de moraes,RJ,8,8,Low
tramandai,RS,25,25,Low
trancoso,BA,6,6,Low
travessao,RJ,4,4,Low
travesseiro,RS,1,1,Low
tremembe,SP,38,36,Low
tres arroios,RS,3,3,Low
tres barras,SC,5,5,Low
tres cachoeiras,RS,7,6,Low
tres coracoes,MG,41,40,Low
tres coroas,RS,6,6,Low
tres de maio,RS,12,12,Low
tres forquilhas,RS,1,1,Low
tres fronteiras,SP,5,5,Low
tres irmaos,RJ,1,1,Low
tres lagoas,MS,42,41,Low
tres marias,MG,13,12,Low
tres passos,RS,11,11,Low
tres pontas,MG,19,19,Low
tres rios,RJ,38,36,Low
treviso,SC,1,1,Low
treze tilias,SC,11,11,Low
trindade,GO,24,24,Low
trindade,PE,4,4,Low
trindade do sul,RS,4,3,Low
triunfo,PB,1,1,Low
triunfo,PE,2,1,Low
triunfo,RS,11,11,Low
trombas,GO,1,1,Low
trombudo central,SC,4,4,Low
tubarao,SC,60,55,Low
tucano,BA,8,8,Low
tucuma,PA,3,3,Low
tucunduva,RS,3,3,Low
tucurui,PA,16,16,Low
tuiuti,SP,1,1,Low
tumiritinga,MG,1,1,Low
tunapolis,SC,1,1,Low
tunas do parana,PR,2,2,Low
tupa,SP,52,52,Low
tupaciguara,MG,13,13,Low
tupancireta,RS,4,3,Low
tupandi,RS,3,3,Low
tuparece,MG,1,1,Low
tuparendi,RS,2,2,Low
tuparetama,PE,3,3,Low
tupassi,PR,1,1,Low
tupi paulista,SP,6,6,Low
turmalina,MG,8,8,Low
turmalina,SP,1,1,Low
tururu,CE,1,1,Low
turvania,GO,2,2,Low
turvelandia,GO,1,1,Low
turvo,PR,2,2,Low
turvo,SC,4,4,Low
turvolandia,MG,2,2,Low
tutoia,MA,2,2,Low
uaua,BA,3,3,Low
uba,MG,53,51,Low
ubai,MG,1,1,Low
ubaira,BA,6,6,Low
ubaitaba,BA,4,4,Low
ubajara,CE,3,3,Low
ubaporanga,MG,3,3,Low
ubata,BA,1,1,Low
ubatuba,SP,72,69,Low
uberaba,MG,186,177,Low
uberlandia,MG,367,360,Low
ubirajara,SP,1,1,Low
ubirata,PR,7,7,Low
uchoa,SP,3,3,Low
uibai,BA,4,4,Low
uirauna,PB,1,1,Low
ulianopolis,PA,1,1,Low
umbauba,SE,3,3,Low
umburanas,BA,1,1,Low
umburatiba,MG,1,1,Low
umuarama,PR,40,39,Low
una,BA,4,4,Low
unai,MG,54,53,Low
uniao,PI,1,1,Low
uniao da serra,RS,1,1,Low
uniao da vitoria,PR,29,27,Low
uniao de minas,MG,3,3,Low
uniao do oeste,SC,1,1,Low
uniao do sul,MT,1,1,Low
uniao dos palmares,AL,1,1,Low
unistalda,RS,1,1,Low
upanema,RN,3,3,Low
urai,PR,3,3,Low
urandi,BA,2,2,Low
urania,SP,4,3,Low
urbano santos,MA,5,4,Low
uruacu,GO,17,16,Low
uruana,GO,3,3,Low
uruana de minas,MG,1,1,Low
uruara,PA,6,6,Low
urubici,SC,3,3,Low
uruburetama,CE,1,1,Low
urucania,MG,1,1,Low
urucuca,BA,2,2,Low
urucui,PI,4,4,Low
urucuia,MG,1,1,Low
urucurituba,AM,2,2,Low
uruguaiana,RS,47,47,Low
uruoca,CE,2,2,Low
urupa,RO,3,3,Low
urupes,SP,10,10,Low
urussanga,SC,10,10,Low
urutai,GO,3,3,Low
utinga,BA,3,3,Low
vacaria,RS,21,20,Low
valao do barro,RJ,1,1,Low
vale do sol,RS,1,1,Low
vale real,RS,3,3,Low
valenca,BA,35,32,Low
valenca,RJ,27,27,Low
valenca do piaui,PI,4,4,Low
valente,BA,9,6,Low
valentim gentil,SP,3,3,Low
valinhos,SP,181,176,Low
valparaiso,SP,8,8,Low
valparaiso de goias,GO,37,36,Low
vanini,RS,1,1,Low
vargeao,SC,1,1,Low
vargem,SP,2,2,Low
vargem alegre,MG,1,1,Low
vargem alta,ES,5,5,Low
vargem bonita,SC,5,5,Low
vargem grande,MA,1,1,Low
vargem grande do rio pardo,MG,1,1,Low
vargem grande do soturno,ES,1,1,Low
vargem grande do sul,SP,12,12,Low
vargem grande paulista,SP,43,42,Low
varginha,MG,88,83,Low
varjao de minas,MG,2,2,Low
varjota,CE,4,4,Low
varre-sai,RJ,4,4,Low
varzea,PB,1,1,Low
varzea alegre,CE,2,2,Low
varzea da palma,MG,11,11,Low
varzea do poco,BA,1,1,Low
varzea grande,MT,37,36,Low
varzea grande,PI,1,1,Low
varzea nova,BA,1,1,Low
varzea paulista,SP,74,69,Low
varzedo,BA,1,1,Low
varzelandia,MG,2,2,Low
vassouras,RJ,36,34,Low
vazante,MG,6,5,Low
venancio aires,RS,26,24,Low
venda branca,SP,1,1,Low
venda nova do imigrante,ES,15,15,Low
ventania,PR,3,3,Low
venturosa,PE,2,2,Low
vera,MT,3,3,Low
vera cruz,BA,7,7,Low
vera cruz,RN,1,1,Low
vera cruz,RS,4,3,Low
vera cruz,SP,9,9,Low
vera cruz do oeste,PR,3,3,Low
veranopolis,RS,18,18,Low
vere,PR,3,3,Low
vereda,BA,2,2,Low
verissimo,MG,3,3,Low
vermelho,MG,1,1,Low
vermelho novo,MG,1,1,Low
vertentes,PE,1,1,Low
vespasiano,MG,41,40,Low
vespasiano correa,RS,1,1,Low
viamao,RS,70,68,Low
viana,ES,21,21,Low
viana,MA,5,5,Low
vianopolis,GO,3,3,Low
vicencia,PE,2,2,Low
vicente dutra,RS,1,1,Low
vicentina,MS,1,1,Low
vicentinopolis,GO,2,2,Low
vicosa,AL,1,1,Low
vicosa,MG,87,85,Low
vicosa,RN,1,1,Low
vicosa do ceara,CE,1,1,Low
victor graeff,RS,2,2,Low
videira,SC,44,44,Low
vieiras,MG,1,1,Low
vigia,PA,2,2,Low
vila bela da santissima trindade,MT,1,1,Low
vila dos cabanos,PA,4,4,Low
vila flor,RN,1,1,Low
vila flores,RS,3,3,Low
vila langaro,RS,3,3,Low
vila muriqui,RJ,7,7,Low
vila nelita,ES,2,2,Low
vila nova,PR,2,2,Low
vila nova do sul,RS,1,1,Low
vila pereira,MG,1,1,Low
vila reis,PR,1,1,Low
vila rica,MT,3,3,Low
vila valerio,ES,8,7,Low
vila velha,ES,326,317,Low
vilhena,RO,16,16,Low
vinhedo,SP,90,89,Low
viradouro,SP,18,18,Low
virgem da lapa,MG,3,3,Low
virginia,MG,1,1,Low
virginopolis,MG,7,6,Low
virgolandia,MG,2,2,Low
visconde de maua,RJ,3,2,Low
visconde do rio branco,MG,18,17,Low
viseu,PA,1,1,Low
vista alegre,RS,1,1,Low
vista alegre do alto,SP,3,3,Low
vitoria,ES,373,360,Low
vitoria,PR,1,1,Low
vitoria da conquista,BA,88,87,Low
vitoria das missoes,RS,1,1,Low
vitoria de santo antao,PE,15,15,Low
vitoria do jari,AP,1,1,Low
vitoria do mearim,MA,1,1,Low
vitorino,PR,1,1,Low
vitorino freire,MA,3,3,Low
vitorinos,MG,1,1,Low
volta grande,MG,4,4,Low
volta redonda,RJ,227,221,Low
votorantim,SP,84,83,Low
votuporanga,SP,63,61,Low
wagner,BA,1,1,Low
wanderley,BA,2,2,Low
wenceslau braz,PR,2,2,Low
wenceslau guimaraes,BA,1,1,Low
werneck,RJ,2,2,Low
witmarsum,SC,3,3,Low
xambioa,TO,3,3,Low
xambre,PR,2,1,Low
xangri-la,RS,8,7,Low
xanxere,SC,29,28,Low
xapuri,AC,2,2,Low
xavantina,SC,2,2,Low
xaxim,SC,10,9,Low
xexeu,PE,1,1,Low
xinguara,PA,9,9,Low
xique-xique,BA,3,3,Low
zacarias,SP,2,2,Low
ze doca,MA,5,5,Low
zortea,SC,2,2,Low
